ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-03-26,1.3727952891403195,-3.342718482205691,9.227093631613347,1.3727952891403195,1.3727952891403195,1.4448466211237194,1.4448466211237194,1.4448466211237194,-0.24400996307136147,-0.24400996307136147,-0.24400996307136147,1.6888565841950811,1.6888565841950811,1.6888565841950811,0.0,0.0,0.0,2.817641910264039
2019-03-27,1.3712323232308223,-3.4083679835596734,8.609175970963204,1.3712323232308223,1.3712323232308223,1.3042845811431576,1.3042845811431576,1.3042845811431576,-0.2779768923947634,-0.2779768923947634,-0.2779768923947634,1.582261473537921,1.582261473537921,1.582261473537921,0.0,0.0,0.0,2.67551690437398
2019-03-28,1.3696693573213252,-3.2697568245197535,9.132402980019913,1.3696693573213252,1.3696693573213252,1.221680100271917,1.221680100271917,1.221680100271917,-0.2451577947784304,-0.2451577947784304,-0.2451577947784304,1.4668378950503471,1.4668378950503471,1.4668378950503471,0.0,0.0,0.0,2.5913494575932425
2019-03-29,1.3681063914118277,-3.932628349872745,8.837696650570512,1.3681063914118277,1.3681063914118277,1.145176168537135,1.145176168537135,1.145176168537135,-0.200649060041635,-0.200649060041635,-0.200649060041635,1.3458252285787702,1.3458252285787702,1.3458252285787702,0.0,0.0,0.0,2.513282559948963
2019-04-01,1.363417493683336,-4.211527242451013,8.720006989908326,1.363417493683336,1.363417493683336,0.7381171476639015,0.7381171476639015,0.7381171476639015,-0.2403463032842026,-0.2403463032842026,-0.2403463032842026,0.9784634509481038,0.9784634509481038,0.9784634509481038,0.0,0.0,0.0,2.1015346413472376
2019-04-02,1.3618545277738388,-4.092471298276409,8.190366030833083,1.3618545277738388,1.3618545277738388,0.6187927479606993,0.6187927479606993,0.6187927479606993,-0.24400996307116166,-0.24400996307116166,-0.24400996307116166,0.8628027110318609,0.8628027110318609,0.8628027110318609,0.0,0.0,0.0,1.9806472757345381
2019-04-03,1.3602915618643416,-4.552200180032182,7.944697902681169,1.3602915618643416,1.3602915618643416,0.4757543142889407,0.4757543142889407,0.4757543142889407,-0.2779768923948138,-0.2779768923948138,-0.2779768923948138,0.7537312066837545,0.7537312066837545,0.7537312066837545,0.0,0.0,0.0,1.8360458761532823
2019-04-04,1.3587285959548443,-4.774270765724693,7.642840216478472,1.3587285959548443,1.3587285959548443,0.40738031740374453,0.40738031740374453,0.40738031740374453,-0.2451577947786451,-0.2451577947786451,-0.2451577947786451,0.6525381121823897,0.6525381121823897,0.6525381121823897,0.0,0.0,0.0,1.7661089133585888
2019-04-05,1.3571656300453472,-4.458064604122546,7.729928506811839,1.3571656300453472,1.3571656300453472,0.35942138160897713,0.35942138160897713,0.35942138160897713,-0.2006490600410299,-0.2006490600410299,-0.2006490600410299,0.560070441650007,0.560070441650007,0.560070441650007,0.0,0.0,0.0,1.7165870116543243
2019-04-08,1.3524767323168554,-4.797030025822809,7.755301436018014,1.3524767323168554,1.3524767323168554,0.0965890296394542,0.0965890296394542,0.0965890296394542,-0.24034630328535825,-0.24034630328535825,-0.24034630328535825,0.3369353329248125,0.3369353329248125,0.3369353329248125,0.0,0.0,0.0,1.4490657619563097
2019-04-09,1.3509137664073583,-4.7696805960404784,7.723910342848556,1.3509137664073583,1.3509137664073583,0.0352300475295804,0.0352300475295804,0.0352300475295804,-0.24400996307096184,-0.24400996307096184,-0.24400996307096184,0.2792400106005422,0.2792400106005422,0.2792400106005422,0.0,0.0,0.0,1.3861438139369386
2019-04-10,1.349350800497861,-4.986493730716903,7.565734425916598,1.349350800497861,1.349350800497861,-0.04969359720767485,-0.04969359720767485,-0.04969359720767485,-0.2779768923947987,-0.2779768923947987,-0.2779768923947987,0.2282832951871239,0.2282832951871239,0.2282832951871239,0.0,0.0,0.0,1.299657203290186
2019-04-11,1.3477878345883636,-5.12752551703316,7.669719837569925,1.3477878345883636,1.3477878345883636,-0.062493329912114,-0.062493329912114,-0.062493329912114,-0.24515779477845706,-0.24515779477845706,-0.24515779477845706,0.1826644648663431,0.1826644648663431,0.1826644648663431,0.0,0.0,0.0,1.2852945046762496
2019-04-12,1.3462248686788663,-4.984351887298582,7.946774318643623,1.3462248686788663,1.3462248686788663,-0.05987686606227842,-0.05987686606227842,-0.05987686606227842,-0.20064906004233746,-0.20064906004233746,-0.20064906004233746,0.14077219398005905,0.14077219398005905,0.14077219398005905,0.0,0.0,0.0,1.2863480026165879
2019-04-15,1.3415359709503745,-5.464267342089658,6.994389321077286,1.3415359709503745,1.3415359709503745,-0.22075071803817253,-0.22075071803817253,-0.22075071803817253,-0.240346303285357,-0.240346303285357,-0.240346303285357,0.019595585247184574,0.019595585247184574,0.019595585247184574,0.0,0.0,0.0,1.120785252912202
2019-04-16,1.3399730050408774,-5.2150304205683025,6.941214950454507,1.3399730050408774,1.3399730050408774,-0.26934955176618125,-0.26934955176618125,-0.26934955176618125,-0.24400996307076211,-0.24400996307076211,-0.24400996307076211,-0.025339588695419246,-0.025339588695419246,-0.025339588695419246,0.0,0.0,0.0,1.070623453274696
2019-04-17,1.3384100391313802,-5.23694974484142,7.582775296097777,1.3384100391313802,1.3384100391313802,-0.35334493349346496,-0.35334493349346496,-0.35334493349346496,-0.27797689239484963,-0.27797689239484963,-0.27797689239484963,-0.07536804109861528,-0.07536804109861528,-0.07536804109861528,0.0,0.0,0.0,0.9850651056379153
2019-04-18,1.336847073221883,-5.167390766548294,7.204802442420797,1.336847073221883,1.336847073221883,-0.37708163027239167,-0.37708163027239167,-0.37708163027239167,-0.24515779477839694,-0.24515779477839694,-0.24515779477839694,-0.13192383549399467,-0.13192383549399467,-0.13192383549399467,0.0,0.0,0.0,0.9597654429494913
2019-04-22,1.330595209583894,-5.637506473819349,6.572242282423309,1.330595209583894,1.330595209583894,-0.6824992066497826,-0.6824992066497826,-0.6824992066497826,-0.24034630328412887,-0.24034630328412887,-0.24034630328412887,-0.4421529033656538,-0.4421529033656538,-0.4421529033656538,0.0,0.0,0.0,0.6480960029341114
2019-04-23,1.3290322436743969,-5.77039578479992,7.040796164384297,1.3290322436743969,1.3290322436743969,-0.7863474876123377,-0.7863474876123377,-0.7863474876123377,-0.2440099630712187,-0.2440099630712187,-0.2440099630712187,-0.5423375245411189,-0.5423375245411189,-0.5423375245411189,0.0,0.0,0.0,0.5426847560620591
2019-04-24,1.3274692777648993,-5.718859498800313,6.71190518892556,1.3274692777648993,1.3274692777648993,-0.9288341363259421,-0.9288341363259421,-0.9288341363259421,-0.2779768923948346,-0.2779768923948346,-0.2779768923948346,-0.6508572439311077,-0.6508572439311077,-0.6508572439311077,0.0,0.0,0.0,0.3986351414389572
2019-04-25,1.3259063118554022,-5.651365401183615,6.92458607440444,1.3259063118554022,1.3259063118554022,-1.0118034466489139,-1.0118034466489139,-1.0118034466489139,-0.2451577947782089,-0.2451577947782089,-0.2451577947782089,-0.7666456518707049,-0.7666456518707049,-0.7666456518707049,0.0,0.0,0.0,0.31410286520648834
2019-04-26,1.324343345945905,-6.230979612477051,6.433550138404557,1.324343345945905,1.324343345945905,-1.0888933304334347,-1.0888933304334347,-1.0888933304334347,-0.2006490600411271,-0.2006490600411271,-0.2006490600411271,-0.8882442703923075,-0.8882442703923075,-0.8882442703923075,0.0,0.0,0.0,0.23545001551247036
2019-04-29,1.3196544482174133,-6.080907675974352,6.098998023919494,1.3196544482174133,1.3196544482174133,-1.5083722970791786,-1.5083722970791786,-1.5083722970791786,-0.24034630328470621,-0.24034630328470621,-0.24034630328470621,-1.2680259937944725,-1.2680259937944725,-1.2680259937944725,0.0,0.0,0.0,-0.18871784886176535
2019-04-30,1.318091482307916,-6.591538246982963,6.075353330550657,1.318091482307916,1.318091482307916,-1.635524796671802,-1.635524796671802,-1.635524796671802,-0.24400996307073428,-0.24400996307073428,-0.24400996307073428,-1.3915148336010676,-1.3915148336010676,-1.3915148336010676,0.0,0.0,0.0,-0.3174333143638861
2019-05-01,1.3165285163984188,-6.825127950124845,5.373868618892136,1.3165285163984188,1.3165285163984188,-1.7868236205841677,-1.7868236205841677,-1.7868236205841677,-0.2779768923948194,-0.2779768923948194,-0.2779768923948194,-1.5088467281893485,-1.5088467281893485,-1.5088467281893485,0.0,0.0,0.0,-0.4702951041857488
2019-05-02,1.3149655504889217,-7.000794960953774,5.826738660014964,1.3149655504889217,1.3149655504889217,-1.86221301432078,-1.86221301432078,-1.86221301432078,-0.24515779477882638,-0.24515779477882638,-0.24515779477882638,-1.6170552195419534,-1.6170552195419534,-1.6170552195419534,0.0,0.0,0.0,-0.5472474638318583
2019-05-03,1.3134025845794242,-6.93105577789367,5.426506121990811,1.3134025845794242,1.3134025845794242,-1.9137816230248395,-1.9137816230248395,-1.9137816230248395,-0.20064906004243482,-0.20064906004243482,-0.20064906004243482,-1.7131325629824048,-1.7131325629824048,-1.7131325629824048,0.0,0.0,0.0,-0.6003790384454153
2019-05-06,1.3087136868509326,-7.644761015836869,5.3501728824725605,1.3087136868509326,1.3087136868509326,-2.1397175769304186,-2.1397175769304186,-2.1397175769304186,-0.2403463032847049,-0.2403463032847049,-0.2403463032847049,-1.8993712736457136,-1.8993712736457136,-1.8993712736457136,0.0,0.0,0.0,-0.831003890079486
2019-05-07,1.3071507209414353,-6.488896317623297,5.169625022246502,1.3071507209414353,1.3071507209414353,-2.1625081681574354,-2.1625081681574354,-2.1625081681574354,-0.24400996307081904,-0.24400996307081904,-0.24400996307081904,-1.9184982050866164,-1.9184982050866164,-1.9184982050866164,0.0,0.0,0.0,-0.8553574472160002
2019-05-08,1.3055877550319381,-7.056808182348562,5.4899452871905865,1.3055877550319381,1.3055877550319381,-2.190270260651883,-2.190270260651883,-2.190270260651883,-0.2779768923948043,-0.2779768923948043,-0.2779768923948043,-1.9122933682570789,-1.9122933682570789,-1.9122933682570789,0.0,0.0,0.0,-0.884682505619945
2019-05-09,1.3040247891224408,-7.0015236860798185,5.646637501917981,1.3040247891224408,1.3040247891224408,-2.1240996818688385,-2.1240996818688385,-2.1240996818688385,-0.24515779477829955,-0.24515779477829955,-0.24515779477829955,-1.8789418870905388,-1.8789418870905388,-1.8789418870905388,0.0,0.0,0.0,-0.8200748927463977
2019-05-10,1.3024618232129437,-7.064980793161091,5.210031255386797,1.3024618232129437,1.3024618232129437,-2.0176810593330763,-2.0176810593330763,-2.0176810593330763,-0.20064906004182956,-0.20064906004182956,-0.20064906004182956,-1.8170319992912465,-1.8170319992912465,-1.8170319992912465,0.0,0.0,0.0,-0.7152192361201326
2019-05-13,1.297772925484452,-6.79242883429381,6.08183159472614,1.297772925484452,1.297772925484452,-1.6929902046406453,-1.6929902046406453,-1.6929902046406453,-0.24034630328586065,-0.24034630328586065,-0.24034630328586065,-1.4526439013547845,-1.4526439013547845,-1.4526439013547845,0.0,0.0,0.0,-0.3952172791561934
2019-05-14,1.2962099595749548,-6.9524494882339365,5.673803222799721,1.2962099595749548,1.2962099595749548,-1.5156344852367134,-1.5156344852367134,-1.5156344852367134,-0.2440099630712756,-0.2440099630712756,-0.2440099630712756,-1.2716245221654379,-1.2716245221654379,-1.2716245221654379,0.0,0.0,0.0,-0.21942452566175863
2019-05-15,1.2946469936654574,-6.030675348006523,6.127957597419234,1.2946469936654574,1.2946469936654574,-1.3400501526021389,-1.3400501526021389,-1.3400501526021389,-0.27797689239479034,-0.27797689239479034,-0.27797689239479034,-1.0620732602073484,-1.0620732602073484,-1.0620732602073484,0.0,0.0,0.0,-0.045403158936681454
2019-05-16,1.29308402775596,-6.491813513242299,6.460568415980279,1.29308402775596,1.29308402775596,-1.0706344081712966,-1.0706344081712966,-1.0706344081712966,-0.24515779477851424,-0.24515779477851424,-0.24515779477851424,-0.8254766133927822,-0.8254766133927822,-0.8254766133927822,0.0,0.0,0.0,0.22244961958466347
2019-05-17,1.2915210618464628,-6.013683272202738,6.964727837137181,1.2915210618464628,1.2915210618464628,-0.7644361462593453,-0.7644361462593453,-0.7644361462593453,-0.2006490600418846,-0.2006490600418846,-0.2006490600418846,-0.5637870862174609,-0.5637870862174609,-0.5637870862174609,0.0,0.0,0.0,0.5270849155871175
2019-05-20,1.286832164117971,-5.296337455725996,7.406320499424495,1.286832164117971,1.286832164117971,0.10570968452049871,0.10570968452049871,0.10570968452049871,-0.24034630328463252,-0.24034630328463252,-0.24034630328463252,0.3460559878051311,0.3460559878051311,0.3460559878051311,0.0,0.0,0.0,1.3925418486384697
2019-05-21,1.2852691982084739,-4.492141445830077,8.393547821333787,1.2852691982084739,1.2852691982084739,0.4365597966544801,0.4365597966544801,0.4365597966544801,-0.24400996307107586,-0.24400996307107586,-0.24400996307107586,0.6805697597255559,0.6805697597255559,0.6805697597255559,0.0,0.0,0.0,1.721828994862954
2019-05-22,1.2837062322989767,-4.100282212696462,8.798819915003333,1.2837062322989767,1.2837062322989767,0.7468541187342329,0.7468541187342329,0.7468541187342329,-0.2779768923947752,-0.2779768923947752,-0.2779768923947752,1.0248310111290082,1.0248310111290082,1.0248310111290082,0.0,0.0,0.0,2.0305603510332095
2019-05-23,1.2821432663894794,-3.876306989653548,8.532684058442388,1.2821432663894794,1.2821432663894794,1.1298771491748678,1.1298771491748678,1.1298771491748678,-0.24515779477872895,-0.24515779477872895,-0.24515779477872895,1.3750349439535967,1.3750349439535967,1.3750349439535967,0.0,0.0,0.0,2.4120204155643474
2019-05-24,1.2805803004799823,-3.569397505546898,8.85285360180016,1.2805803004799823,1.2805803004799823,1.5266319602513243,1.5266319602513243,1.5266319602513243,-0.20064906004061925,-0.20064906004061925,-0.20064906004061925,1.7272810202919437,1.7272810202919437,1.7272810202919437,0.0,0.0,0.0,2.8072122607313066
2019-05-28,1.2743284368419934,-2.390989511458565,10.394982238662791,1.2743284368419934,1.2743284368419934,2.8351402496882376,2.8351402496882376,2.8351402496882376,-0.24400996307116063,-0.24400996307116063,-0.24400996307116063,3.0791502127593984,3.0791502127593984,3.0791502127593984,0.0,0.0,0.0,4.1094686865302315
2019-05-29,1.2727654709324958,-2.0872895123128794,10.176585184256174,1.2727654709324958,1.2727654709324958,3.1065205313130684,3.1065205313130684,3.1065205313130684,-0.2779768923948256,-0.2779768923948256,-0.2779768923948256,3.384497423707894,3.384497423707894,3.384497423707894,0.0,0.0,0.0,4.379286002245564
2019-05-30,1.2712025050229987,-2.078902848759326,10.806981001000949,1.2712025050229987,1.2712025050229987,3.4250604029895766,3.4250604029895766,3.4250604029895766,-0.2451577947786049,-0.2451577947786049,-0.2451577947786049,3.6702181977681816,3.6702181977681816,3.6702181977681816,0.0,0.0,0.0,4.696262908012575
2019-05-31,1.2696395391135016,-1.389975580445394,11.526163810260467,1.2696395391135016,1.2696395391135016,3.73290241858063,3.73290241858063,3.73290241858063,-0.20064906004192692,-0.20064906004192692,-0.20064906004192692,3.9335514786225563,3.9335514786225563,3.9335514786225563,0.0,0.0,0.0,5.002541957694131
2019-06-03,1.26495064138501,-0.6509479383776826,11.653050151485314,1.26495064138501,1.26495064138501,4.327024883422333,4.327024883422333,4.327024883422333,-0.24034630328578704,-0.24034630328578704,-0.24034630328578704,4.567371186708121,4.567371186708121,4.567371186708121,0.0,0.0,0.0,5.591975524807343
2019-06-04,1.263387676047404,-0.8523907481151455,11.971203381999535,1.263387676047404,1.263387676047404,4.477393837711777,4.477393837711777,4.477393837711777,-0.2440099630706762,-0.2440099630706762,-0.2440099630706762,4.721403800782453,4.721403800782453,4.721403800782453,0.0,0.0,0.0,5.740781513759181
2019-06-05,1.2618247107097984,-0.6026946283618515,12.391951073794356,1.2618247107097984,1.2618247107097984,4.567354709967485,4.567354709967485,4.567354709967485,-0.27797689239474555,-0.27797689239474555,-0.27797689239474555,4.845331602362231,4.845331602362231,4.845331602362231,0.0,0.0,0.0,5.829179420677283
2019-06-06,1.2602617453721925,-0.7955334217861356,11.45233786944234,1.2602617453721925,1.2602617453721925,4.693777830415226,4.693777830415226,4.693777830415226,-0.24515779477841687,-0.24515779477841687,-0.24515779477841687,4.9389356251936425,4.9389356251936425,4.9389356251936425,0.0,0.0,0.0,5.9540395757874185
2019-06-07,1.2586987800345868,-0.33567144295109697,11.865537816111672,1.2586987800345868,1.2586987800345868,4.801785684971027,4.801785684971027,4.801785684971027,-0.20064906004132177,-0.20064906004132177,-0.20064906004132177,5.002434745012349,5.002434745012349,5.002434745012349,0.0,0.0,0.0,6.060484465005614
2019-06-10,1.2540098840217693,-0.28326297290515207,11.910385780799071,1.2540098840217693,1.2540098840217693,4.780295915362993,4.780295915362993,4.780295915362993,-0.24034630328513718,-0.24034630328513718,-0.24034630328513718,5.02064221864813,5.02064221864813,5.02064221864813,0.0,0.0,0.0,6.034305799384763
2019-06-11,1.2524469186841636,0.2289681495957937,12.040472261525869,1.2524469186841636,1.2524469186841636,4.7299006981837834,4.7299006981837834,4.7299006981837834,-0.24400996307122003,-0.24400996307122003,-0.24400996307122003,4.973910661255004,4.973910661255004,4.973910661255004,0.0,0.0,0.0,5.982347616867947
2019-06-12,1.2508839533465577,-0.44386083102743046,12.021494581605335,1.2508839533465577,1.2508839533465577,4.625914635778153,4.625914635778153,4.625914635778153,-0.27797689239479595,-0.27797689239479595,-0.27797689239479595,4.903891528172949,4.903891528172949,4.903891528172949,0.0,0.0,0.0,5.876798589124711
2019-06-13,1.249320988008952,-0.39444372265646466,12.567559900488796,1.249320988008952,1.249320988008952,4.567685261210113,4.567685261210113,4.567685261210113,-0.2451577947786316,-0.2451577947786316,-0.2451577947786316,4.812843055988744,4.812843055988744,4.812843055988744,0.0,0.0,0.0,5.817006249219065
2019-06-14,1.2477580226713463,-0.2566969436319651,12.302554005043104,1.2477580226713463,1.2477580226713463,4.5025699805400095,4.5025699805400095,4.5025699805400095,-0.20064906004071661,-0.20064906004071661,-0.20064906004071661,4.703219040580725,4.703219040580725,4.703219040580725,0.0,0.0,0.0,5.750328003211356
2019-06-17,1.2430691266585288,-0.6614563857491298,11.691116194188806,1.2430691266585288,1.2430691266585288,4.048990232553822,4.048990232553822,4.048990232553822,-0.24034630328513606,-0.24034630328513606,-0.24034630328513606,4.289336535838958,4.289336535838958,4.289336535838958,0.0,0.0,0.0,5.292059359212351
2019-06-18,1.2415061613209233,-1.4290695767863828,11.649801588317196,1.2415061613209233,1.2415061613209233,3.8881346384214037,3.8881346384214037,3.8881346384214037,-0.24400996307102013,-0.24400996307102013,-0.24400996307102013,4.132144601492424,4.132144601492424,4.132144601492424,0.0,0.0,0.0,5.129640799742327
2019-06-19,1.2399431959833174,-1.3909325237961625,11.025354997682275,1.2399431959833174,1.2399431959833174,3.691892228491976,3.691892228491976,3.691892228491976,-0.27797689239484635,-0.27797689239484635,-0.27797689239484635,3.9698691208868224,3.9698691208868224,3.9698691208868224,0.0,0.0,0.0,4.9318354244752936
2019-06-20,1.2383802306457117,-1.3101549116631648,11.276149461742657,1.2383802306457117,1.2383802306457117,3.5599651225924265,3.5599651225924265,3.5599651225924265,-0.24515779477844352,-0.24515779477844352,-0.24515779477844352,3.80512291737087,3.80512291737087,3.80512291737087,0.0,0.0,0.0,4.798345353238139
2019-06-21,1.2368172653081058,-1.3856806054709743,10.951694658390808,1.2368172653081058,1.2368172653081058,3.4397420531151592,3.4397420531151592,3.4397420531151592,-0.20064906004136399,-0.20064906004136399,-0.20064906004136399,3.640391113156524,3.640391113156524,3.640391113156524,0.0,0.0,0.0,4.676559318423265
2019-06-24,1.2321283692952885,-1.6360691347448517,10.174389907034872,1.2321283692952885,1.2321283692952885,2.9281601194796463,2.9281601194796463,2.9281601194796463,-0.24034630328571338,-0.24034630328571338,-0.24034630328571338,3.1685064227653594,3.1685064227653594,3.1685064227653594,0.0,0.0,0.0,4.160288488774935
2019-06-25,1.2305654039576825,-2.364099540023064,10.675990377595587,1.2305654039576825,1.2305654039576825,2.780977356909595,2.780977356909595,2.780977356909595,-0.244009963071105,-0.244009963071105,-0.244009963071105,3.024987319980699,3.024987319980699,3.024987319980699,0.0,0.0,0.0,4.011542760867277
